%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
38 19050013 49263 39137123 10.154870940882597 12.568862328691761 800.2265069109349 678.8915789635106 3383 1297 4625 49172 91 156 91 3242 3173 3095 2992 2901 2830 2756 2702 2640 2571 2488 2389 2282 2104 1920 1141 1012 843 658 477 313 197 116 67 36 20 12 8 5 4 40723 7902 391 1491 40723 864 7902 4162 49173 849 602 403 5950 4395 1106 449 9.26575654152446 34.68746531939764 7.144665461121157 38.60931265262485 1.4209354120267261 4.509825946399167 1.87396421665529E7 147863.38140973286 1.8761120247739602E7 146106.58328002578 1.879374722048998E7 146445.22084026242 7856.42866894198 43700.3129054175 4149.679927667269 29832.19131620981 87.2258064516129 332.17832227286965 3193 29363 2798 994 239 142 31 0
39 19550006 49496 39617555 10.105295068714632 12.515618375233023 806.4224678391141 679.2259458406867 3307 1572 4841 49433 63 121 63 3174 3111 3038 2951 2856 2789 2727 2680 2624 2560 2478 2365 2235 2060 1860 1358 1176 941 702 500 326 201 118 64 35 19 11 7 5 4 40260 8618 434 1826 40258 814 8618 4416 49432 1126 589 425 6168 4746 985 437 8.482932996207332 33.68191420168884 8.749238578680202 44.03279811282347 1.414187643020595 3.409839041410829 1.9259214543194268E7 151522.223886629 1.92539631035533E7 149985.09054316234 1.929076694508009E7 145408.73792973405 7189.146680716543 43674.219591059584 5561.88426395939 34223.99327643966 135.5075376884422 535.1614136813932 3410 29021 2795 1067 563 93 30 0
40 20050006 46106 35734985 10.852740097666848 13.036507859379421 781.6135389326334 680.9078249003302 3254 1546 4801 46011 95 129 95 3112 3047 2972 2885 2799 2730 2671 2623 2570 2501 2422 2322 2212 2073 1883 1307 1129 911 681 484 313 198 121 68 36 20 12 8 5 4 37337 8124 421 1835 37337 810 8123 4388 46012 795 582 456 6025 4630 959 436 8.06414686825054 29.737243848518702 8.471324296141814 34.67854766861767 1.4793577981651376 4.717476778529313 1.9743178136285096E7 145538.6185828924 1.9760666607924923E7 152031.4534331904 1.981284821559633E7 146086.00070689322 6586.3228941684665 38229.9069198985 5436.1929092805 33701.066472281476 153.0 649.6124843999445 3070 25552 2674 1752 565 82 26 0
41 20550006 44600 35229536 11.215692431923198 13.551055557582483 795.6335283091307 676.2783080842681 3299 1485 4804 44600 0 109 0 3170 3098 3027 2938 2854 2781 2715 2661 2597 2532 2440 2357 2241 2086 1893 1303 1140 918 702 498 332 200 120 64 34 19 11 7 4 3 35938 8106 447 1658 35938 815 8106 4230 44600 706 802 421 6084 4636 970 478 7.751941328731665 31.779326336450552 8.356701030927836 34.1086197044725 1.1631799163179917 0.9894844606702774 2.0239681485332184E7 143128.7902518096 2.0247639258762885E7 152566.3341948567 2.028366529916318E7 139243.5445245016 6476.458584987058 42426.42382674119 5335.145360824742 33066.38704293525 162.52173913043478 842.6288186900307 3305 24351 2832 1194 442 55 22 0
42 21050004 43363 33727693 11.53523888619743 13.722432921826314 785.3975409836065 680.50309065063 3229 1371 4541 43301 62 114 62 3095 3037 2951 2881 2804 2742 2674 2627 2578 2509 2436 2326 2205 2037 1866 1210 1056 869 672 486 324 199 115 65 36 20 12 8 5 4 34989 7652 546 1532 34989 835 7652 4059 43302 676 532 472 5700 4188 1018 494 8.35458452722063 30.62850860941581 7.5166994106090375 39.21844520130622 1.4615384615384615 3.8227425134171202 2.073745637416428E7 145363.6156264425 2.0757551121807467E7 146748.7205847141 2.0818533686234817E7 139082.8483194743 7103.468481375358 40911.5565622389 3874.097249508841 27253.80502471439 189.97282608695653 851.4075270831901 3112 23657 2540 867 343 70 21 0
43 21550004 47952 40174576 10.432899349023534 13.292915182824018 844.3129899333795 670.881364039197 3203 1311 4367 47857 95 114 95 3081 3025 2958 2871 2791 2725 2659 2612 2558 2489 2414 2325 2213 2042 1860 1162 1039 872 680 490 327 204 119 67 36 20 12 8 5 4 39133 8136 474 1482 39131 818 8136 3933 47856 759 534 366 5549 4110 1003 436 9.521411192214112 34.065512238737746 8.111665004985046 45.009426286457945 1.56651376146789 4.945807231818879 2.1245870899026763E7 150848.5186774372 2.1263989504486542E7 150598.5461761795 2.12905141559633E7 148875.3060105622 8601.332197614991 45419.44609893216 4741.857427716849 33624.807694713745 399.93684210526317 2366.0297268675754 2935 28885 2522 777 232 85 20 0
44 22050001 45780 35904610 10.927641068228507 13.167826220079375 792.0116468875458 679.3092634404084 3195 1275 4425 45687 93 104 93 3076 3026 2953 2870 2796 2729 2672 2624 2567 2493 2413 2324 2213 2055 1865 1140 1017 853 664 475 312 196 113 64 35 20 12 8 6 5 37217 7796 570 1508 37217 814 7796 3977 45688 878 505 394 5748 4298 974 476 8.659143787808283 29.459150602338504 8.004106776180699 36.78314831549904 1.611344537815126 6.052119567598132 2.174286263285249E7 148975.1059367683 2.176368654106776E7 154189.69034014875 2.1804170787815128E7 150059.64285111084 7222.853187529084 38185.7872983117 4873.658787255909 35079.82956354842 726.6036585365854 7947.723405433048 3052 27327 2722 695 249 80 20 0
45 22550001 43633 33682413 11.466428178315905 13.941507949951005 778.000461957777 679.0428500112032 3249 1405 4585 43602 31 123 31 3131 3084 3010 2925 2831 2772 2711 2663 2610 2546 2462 2371 2255 2089 1901 1249 1114 919 694 497 325 201 119 65 35 19 11 7 5 4 36096 6791 592 1613 36095 823 6791 4109 43602 843 622 431 5777 4336 979 462 8.324723247232471 29.56971950844509 6.936670071501532 35.5914710146794 1.6147186147186148 6.37856936829468 2.2245143649446495E7 147838.9182034275 2.2261961366700716E7 151361.82644351464 2.23018765E7 147179.33111661795 6931.57693194925 37840.39420618639 3675.2543411644533 27278.433205222165 183.2929292929293 1016.4323972511985 3174 24941 2665 1631 335 75 15 0
46 23050019 45519 34099185 10.989934065934065 13.298534993262717 755.0661632824782 681.8329379774773 3187 1325 4516 45489 30 158 30 3065 3000 2931 2841 2763 2688 2617 2562 2506 2441 2368 2278 2165 2009 1829 1167 1047 870 677 486 318 196 116 64 35 20 12 8 5 4 37502 7217 612 1499 37502 819 7217 3942 45490 738 550 392 5674 4205 968 501 8.918430439952438 31.702132547915642 7.455578512396694 39.75925745935163 1.596806387225549 6.506407098647712 2.27407278882283E7 149330.12020284997 2.2754441308884297E7 149034.00974921367 2.2785588283433132E7 156348.68825652145 7240.458026159334 36644.54831465085 3706.5134297520663 26678.389750115934 321.1372549019608 2209.3117695558585 2982 26027 2622 783 303 112 20 0
47 23550009 44938 34639330 11.131773453849236 13.529051777435365 778.7722122302158 680.0042005199822 3136 1281 4409 44843 95 138 95 3014 2963 2895 2809 2721 2655 2597 2549 2497 2439 2367 2285 2173 2026 1839 1139 1014 848 662 484 324 201 117 66 36 20 12 8 5 4 36870 7253 582 1434 36868 762 7253 3843 44842 736 504 363 5560 4108 914 538 8.975170399221032 31.058971142213533 7.935448577680525 42.73621445867902 1.5148698884758365 5.342193693348181 2.3241702299415775E7 148750.23865406137 2.32693424595186E7 151191.94361225975 2.3289838513011154E7 143658.89915916338 7505.156561967373 40539.24268499114 4137.38840262582 32191.62618346402 166.04326923076923 901.0207912951587 2955 26121 2565 848 219 121 23 0
48 24050002 44072 33100241 11.353245691710374 13.57233904888568 757.2255393132477 678.6416788606339 3139 1256 4368 44011 61 127 61 3018 2966 2890 2808 2726 2660 2595 2541 2491 2425 2348 2253 2154 2004 1836 1135 1029 868 658 472 313 197 117 64 36 21 13 9 6 5 35628 7770 486 1401 35628 800 7770 3837 44012 718 541 416 5472 4048 955 469 8.801383399209486 33.755423367503 8.136125654450261 44.325828335087245 1.4371002132196162 3.9681568336844273 2.3741116294466402E7 149288.41836394972 2.375907865445026E7 150624.101956566 2.3792213347547974E7 141491.85079991986 7203.437747035573 43341.523268044206 4094.1895287958114 29729.02152545107 154.89054726368158 757.6854812897063 2871 25287 2526 627 220 136 20 0
49 24550010 46967 37999061 10.651960888737404 13.470209410042255 815.2106708428979 675.8852406247761 3246 1261 4465 46904 63 126 63 3122 3067 2999 2909 2811 2750 2695 2647 2579 2518 2450 2354 2224 2056 1857 1130 1009 842 652 485 319 203 116 64 36 20 12 8 5 4 38392 7884 502 1432 38392 850 7884 3969 46905 822 547 433 5695 4228 1009 458 9.080416272469252 39.29925456862958 7.813676907829534 38.41140553692485 1.5087336244541485 4.148972619712818 2.424498718874172E7 148118.71632451387 2.4248277584737364E7 148403.10932379172 2.428482307860262E7 142638.01711000554 7946.78334910123 52285.35276272606 4313.882061446977 30276.440599132926 247.1917098445596 1230.0308117797135 3152 27948 2732 755 209 124 16 0
50 25050009 46383 39104514 10.786315199102637 13.610870357202788 848.684159124943 671.9475937963713 3045 1207 4148 46288 95 76 95 2929 2868 2791 2701 2624 2568 2509 2458 2407 2358 2293 2203 2090 1933 1744 1085 972 813 640 466 307 191 119 68 36 20 12 8 5 4 38686 7102 424 1340 38685 769 7102 3691 46288 700 452 410 5225 3976 919 330 9.729879275653923 41.802712840255104 7.727965179542982 39.903706182987484 1.803030303030303 5.836665714829544 2.4745713735663984E7 151302.0174116185 2.475834292491839E7 150786.34057891526 2.478179040909091E7 150772.06670688925 8918.947421383647 58045.86681988173 3921.9292709466813 28532.993509833646 300.3207547169811 1449.6941186801612 2707 27958 2531 507 181 102 12 0
51 25550002 44916 35540775 11.135921248969955 13.79053032090148 796.7244726400502 675.4017038187109 3100 1223 4245 44888 28 103 28 2975 2905 2832 2744 2664 2598 2529 2478 2424 2354 2283 2195 2095 1944 1779 1092 986 820 636 462 311 194 116 65 36 20 12 8 5 4 36675 7678 432 1336 36673 745 7678 3742 44887 808 542 467 5409 4100 907 402 8.945121951219512 33.46552284833146 8.465270121278941 49.76415158324757 1.400497512437811 2.4224283692155066 2.5240178139512196E7 149804.74677568 2.5253916276736494E7 149672.88151290087 2.528939805721393E7 141026.38239528093 7688.616247865333 43231.47742699311 4392.583241455347 33446.04738932732 250.73333333333332 1363.1143596836464 2835 26166 2692 558 147 80 15 0
52 25636426 8046 6430058 10.744157135753357 13.335428933609954 803.3608195902049 688.5472321159767 1107 593 1462 8046 0 15 0 1071 1059 1037 1004 976 952 929 909 896 880 860 840 818 782 742 544 506 460 394 316 230 158 102 60 33 19 11 7 4 3 6608 1339 84 509 6608 227 1339 1305 8046 147 90 61 1698 1372 258 68 4.816326530612245 13.136256106280658 5.189922480620155 12.967759663784427 1.4558823529411764 1.4194033543545475 2.5585847099854227E7 25464.520759398376 2.5583294980620153E7 26481.92346091806 2.5588484661764707E7 24697.088534647868 4120.446793002915 16994.304612670137 2984.4031007751937 10585.81984829069 185.7027027027027 415.0285890510794 894 4539 867 306 28 20 4 0
